Playbooks and Checkbooks: An Introduction to the Economics of ...,https://journals.humankinetics.com/view/journals/jsm/26/3/article-p273.xml
Reports | Page 26 | ConnPIRG,https://connpirg.org/reports/Ready/rss.xml%3Fpage%3D25
Reports | Page 21 | Illinois PIRG Education Fund,https://illinoispirgedfund.org/reports/rss.xml%3Fpage%3D20
Reports | Page 27 | Arizona PIRG,https://arizonapirg.org/reports/economyre/rss.xml%3Fpage%3D26
Reports | Page 20 | NMPIRG,https://nmpirg.org/reports/renew_energy/energyreport0300.pdf/rss.xml/rss.xml%3Fpage%3D19
Reports | Page 19 | Arizona PIRG Education Fund,https://arizonapirgedfund.org/reports/azf/electric-buses-america%2540FLGMountainLine/rss.xml%3Fpage%3D18
Reports | Page 20 | MoPIRG,https://mopirg.org/reports/OurNaturalLegacy04.pdf/rss.xml%3Fpage%3D19
Reports | Page 22 | Georgia PIRG,https://georgiapirg.org/reports/Road-Privatization-USPIRG-2007.Sept2007.pdf/rss.xml%3Fpage%3D21
Reports | Page 23 | PennPIRG,https://pennpirg.org/reports/pap/your-face%25E2%2580%258B/rss.xml%3Fpage%3D22
