JuegoCompleto/MonoBleedingEdge/etc/mono/browscap.ini · master ...,https://git.ucr.ac.cr/JOSE.CAMACHOVARGAS/proyectofinalprograii/-/blob/master/JuegoCompleto/MonoBleedingEdge/etc/mono/browscap.ini
"Provided courtesy of http://browscap.org/ ;;; Created on Friday, July ...",https://petopia2020.com/plugin/browscap/browscap.ini
