[PPT] Comparism of similarity measure methods,http://toki-ng.net/toki2016v2/sites/default/files/presentations/Subjective%2520Approach%2520to%2520E-Assessment%252C%2520Through%2520Similarity%2520Measure.pptx
[PPT] Presentazione standard di PowerPoint - | The Knowledge Base on KNI,http://kniknowledgebase.org/wp-content/uploads/2018/05/Italy.pptx
