#digitalart,https://moe.cat/tags/digitalart.rss
#cat - mellow zone,https://mellow.zone/tags/cat.rss
#digitalart - Mastodon Sandwich - Sandwich.Net,https://mastodon.sandwich.net/tags/digitalart.rss
#digitalart - pao.moe,https://pao.moe/tags/digitalart.rss
#digitalart - Mastodon,https://toot.matereal.eu/tags/digitalart.rss
