Minagi Sasara/Quotes | Magia Record English Wiki | Fandom,http://magireco.wikia.com/wiki/File:Vo_char_3004_00_24.ogg
Tart/Quotes | Magia Record English Wiki | Fandom,http://magireco.wikia.com/wiki/File:Vo_char_4021_00_18.ogg
